molecule_name,atom_count_total,final_energy_eV,homo_lumo_gap_eV,wall_time_s,relaxation_steps,max_force_eV_per_A,failure_category,final_energy_eV_pubchem,homo_lumo_gap_eV_pubchem,wall_time_s_pubchem,relaxation_steps_pubchem,max_force_eV_per_A_pubchem,final_energy_eV_diff,final_energy_eV_abs_diff,homo_lumo_gap_eV_diff,homo_lumo_gap_eV_abs_diff,wall_time_s_diff,wall_time_s_abs_diff,relaxation_steps_diff,relaxation_steps_abs_diff,max_force_eV_per_A_diff,max_force_eV_per_A_abs_diff,source_model
ammonia,4,-19.628296,5.437585,183.305,38,0.042387,NONE,-19.630157,5.440926,2649.357,40,0.031321,0.0018610000000016669,0.0018610000000016669,-0.0033409999999998163,0.0033409999999998163,-2466.052,2466.052,-2,2,0.011066,0.011066,deepseek
aniline,14,-88.197415,3.885971,750.246,54,0.02928,NONE,-88.192846,3.886632,6960.742,42,0.038916,-0.004569000000003598,0.004569000000003598,-0.0006610000000000227,0.0006610000000000227,-6210.496,6210.496,12,12,-0.009635999999999999,0.009635999999999999,deepseek
benzamide,16,-104.655596,3.700873,813.184,47,0.035438,NONE,-104.636711,3.695255,4869.136,22,0.047925,-0.018884999999997376,0.018884999999997376,0.005618000000000123,0.005618000000000123,-4055.952,4055.952,25,25,-0.012487000000000005,0.012487000000000005,deepseek
benzene,12,-75.909551,5.093355,154.15,12,0.049439,NONE,-75.912465,5.096978,2393.542,15,0.038917,0.00291400000000408,0.00291400000000408,-0.003623000000000154,0.003623000000000154,-2239.392,2239.392,-3,3,0.010521999999999997,0.010521999999999997,deepseek
benzoic_acid,15,-99.440329,3.871344,352.816,20,0.046875,NONE,-99.694156,4.052958,4669.656,22,0.046172,0.25382700000000114,0.25382700000000114,-0.18161400000000016,0.18161400000000016,-4316.84,4316.84,-2,2,0.0007030000000000022,0.0007030000000000022,deepseek
bromoethane,8,-38.355174,5.270317,529.724,38,0.044937,NONE,-38.355131,5.272549,1172.865,8,0.036087,-4.299999999801685e-05,4.299999999801685e-05,-0.0022319999999993456,0.0022319999999993456,-643.141,643.141,30,30,0.008849999999999997,0.008849999999999997,deepseek
bromomethane,5,-21.741067,5.268867,77.714,9,0.0434,NONE,-21.74043,5.267127,878.484,9,0.038319,-0.0006370000000011089,0.0006370000000011089,0.0017399999999998528,0.0017399999999998528,-800.77,800.77,0,0,0.005081000000000002,0.005081000000000002,deepseek
butane,14,-73.386417,7.070993,1029.05,101,0.048218,NONE,-73.401418,7.082658,2000.631,13,0.045716,0.015001000000012255,0.015001000000012255,-0.011665000000000703,0.011665000000000703,-971.5810000000001,971.5810000000001,88,88,0.0025019999999999973,0.0025019999999999973,deepseek
butyric_acid,14,,,,0,,Geometry defect - Uniformly compressed structure,-80.565012,5.354799,2053.392,11,0.049858,,,,,,,-11,11,,,deepseek
caproic_acid,20,,,,0,,Geometry defect - Atom overlap / extreme clash,-113.548316,5.357943,4279.796,17,0.047105,,,,,,,-17,17,,,deepseek
carbon_dioxide,3,-23.941702,8.114112,36.795,6,0.046366,NONE,-23.943519,8.114656,584.72,7,0.048651,0.0018169999999990694,0.0018169999999990694,-0.0005439999999996559,0.0005439999999996559,-547.9250000000001,547.9250000000001,-1,1,-0.0022850000000000023,0.0022850000000000023,deepseek
carbon_tetrachloride,5,-16.971399,4.74235,329.923,31,0.035655,NONE,-16.958811,4.752762,1075.031,8,0.047373,-0.012588000000000932,0.012588000000000932,-0.010411999999999644,0.010411999999999644,-745.108,745.108,23,23,-0.011718,0.011718,deepseek
chloroethane,8,,,,1,,Geometry defect - Uniformly compressed structure,-38.894999,6.198766,894.022,7,0.043981,,,,,,,-6,6,,,deepseek
chloromethane,5,-22.289629,6.180495,71.377,11,0.044393,NONE,-22.292052,6.19888,817.72,10,0.046916,0.002423000000000286,0.002423000000000286,-0.018385000000000318,0.018385000000000318,-746.3430000000001,746.3430000000001,1,1,-0.0025229999999999975,0.0025229999999999975,deepseek
dichloromethane,5,-20.629377,5.779592,90.422,11,0.048193,NONE,-20.62878,5.750158,665.047,7,0.019785,-0.0005970000000026232,0.0005970000000026232,0.029434000000000182,0.029434000000000182,-574.625,574.625,4,4,0.028408,0.028408,deepseek
diethyl_ether,15,,,,0,,Geometry defect - Uniformly compressed structure,-79.984341,5.268817,1984.261,11,0.040333,,,,,,,-11,11,,,deepseek
diethylamine,16,-84.951764,4.257719,846.613,57,0.042544,NONE,-85.105735,4.463325,2046.911,11,0.049434,0.15397099999999853,0.15397099999999853,-0.2056060000000004,0.2056060000000004,-1200.298,1200.298,46,46,-0.00689,0.00689,deepseek
dimethyl_ether,9,-47.094725,5.495967,214.355,25,0.04423,NONE,-46.724089,5.384276,1306.506,11,0.038675,-0.3706359999999975,0.3706359999999975,0.11169100000000043,0.11169100000000043,-1092.151,1092.151,14,14,0.0055549999999999974,0.0055549999999999974,deepseek
ethane,8,-40.291267,7.613297,124.918,17,0.039894,NONE,-40.408479,7.662519,1187.947,12,0.033475,0.11721200000000209,0.11721200000000209,-0.04922199999999943,0.04922199999999943,-1063.029,1063.029,5,5,0.006419000000000001,0.006419000000000001,deepseek
ethanol,9,,,,0,,Geometry defect - Uniformly compressed structure,-47.213978,5.586483,1812.448,15,0.049093,,,,,,,-15,15,,,deepseek
ethyl_acetate,14,,,,4,,Geometry defect - Atom overlap / extreme clash,-80.263962,5.332237,2654.374,13,0.045089,,,,,,,-9,9,,,deepseek
ethylbenzene,18,-108.966566,4.774581,1068.592,59,0.049439,NONE,-108.990014,4.85,3128.673,14,0.040498,0.023448000000001912,0.023448000000001912,-0.07541899999999924,0.07541899999999924,-2060.0809999999997,2060.0809999999997,45,45,0.008940999999999998,0.008940999999999998,deepseek
ethylene,6,-31.909942,5.675705,78.396,12,0.036664,NONE,-31.909424,5.673316,881.587,12,0.044323,-0.0005179999999995744,0.0005179999999995744,0.0023889999999999745,0.0023889999999999745,-803.191,803.191,0,0,-0.007658999999999999,0.007658999999999999,deepseek
formaldehyde,4,-22.576754,3.578765,38.462,6,0.038719,NONE,-22.576494,3.579879,423.353,5,0.035449,-0.00026000000000081513,0.00026000000000081513,-0.0011139999999998373,0.0011139999999998373,-384.891,384.891,1,1,0.003270000000000002,0.003270000000000002,deepseek
furan,9,,,,0,,Geometry defect - Compressed ring geometry,-56.858601,4.747648,1770.032,11,0.035161,,,,,,,-11,11,,,deepseek
heptane,23,-113.818551,2.011703,3434.343,192,0.039681,NONE,-122.884616,6.730824,4152.542,18,0.032368,9.066064999999995,9.066064999999995,-4.719121,4.719121,-718.1990000000005,718.1990000000005,174,174,0.007313,0.007313,deepseek
hexane,20,,,,0,,Geometry defect - Non-bonded H-H / heavy-atom clash,-106.383415,6.87156,3464.104,17,0.047864,,,,,,,-17,17,,,deepseek
hydrazine,6,-30.397237,4.03199,489.137,59,0.048238,NONE,-30.505842,4.97477,3353.942,31,0.046289,0.10860500000000073,0.10860500000000073,-0.94278,0.94278,-2864.805,2864.805,28,28,0.0019490000000000063,0.0019490000000000063,deepseek
hydrogen_peroxide,4,-18.978331,5.054012,123.153,22,0.03385,NONE,-18.966286,5.000717,989.703,13,0.028616,-0.012045000000000528,0.012045000000000528,0.053295000000000314,0.053295000000000314,-866.55,866.55,9,9,0.005233999999999999,0.005233999999999999,deepseek
hydrogen_sulfide,3,-11.077741,5.367873,56.205,10,0.049859,NONE,-11.082202,5.366914,406.495,7,0.025035,0.0044610000000009364,0.0044610000000009364,0.0009589999999999321,0.0009589999999999321,-350.29,350.29,3,3,0.024824,0.024824,deepseek
hydroxylamine,5,-24.982765,5.415528,514.644,64,0.036837,NONE,-24.992706,5.422846,2382.122,26,0.046125,0.009940999999997757,0.009940999999997757,-0.007317999999999714,0.007317999999999714,-1867.4779999999998,1867.4779999999998,38,38,-0.009287999999999998,0.009287999999999998,deepseek
isopropanol,12,,,,0,,Geometry defect - Atom overlap / extreme clash,-63.850761,5.554362,3039.475,19,0.048471,,,,,,,-19,19,,,deepseek
methane,5,-23.975134,8.996542,33.435,6,0.049776,NONE,-23.975148,8.995076,510.373,7,0.029539,1.4000000000180535e-05,1.4000000000180535e-05,0.0014660000000006335,0.0014660000000006335,-476.938,476.938,-1,1,0.020237,0.020237,deepseek
methanol,6,-30.579102,5.62596,190.082,26,0.038114,NONE,-30.585357,5.626043,1261.215,13,0.048983,0.0062549999999994554,0.0062549999999994554,-8.300000000005525e-05,8.300000000005525e-05,-1071.1329999999998,1071.1329999999998,13,13,-0.010868999999999997,0.010868999999999997,deepseek
methyl_acetate,11,-63.625724,5.445399,339.951,26,0.04846,NONE,-63.647055,5.3677,3100.616,19,0.04423,0.02133100000000354,0.02133100000000354,0.07769899999999996,0.07769899999999996,-2760.665,2760.665,7,7,0.004230000000000005,0.004230000000000005,deepseek
morpholine,15,,,,8,,Geometry defect - Uniformly compressed structure,-84.112704,4.643795,5715.669,31,0.03772,,,,,,,-23,23,,,deepseek
naphthalene,18,,,,0,,Geometry defect - Non-bonded H-H / heavy-atom clash,-119.444487,3.388021,3560.178,14,0.045045,,,,,,,-14,14,,,deepseek
nitrogen,2,-17.027147,8.293878,60.479,14,0.049402,NONE,-17.027868,8.297115,1007.617,16,0.011747,0.0007210000000021921,0.0007210000000021921,-0.0032370000000003785,0.0032370000000003785,-947.1379999999999,947.1379999999999,-2,2,0.037655,0.037655,deepseek
nitrous_oxide,3,-22.226921,6.718068,132.393,22,0.020312,NONE,-22.22877,6.71916,1060.713,11,0.034024,0.0018489999999999895,0.0018489999999999895,-0.0010919999999998709,0.0010919999999998709,-928.3199999999999,928.3199999999999,11,11,-0.013711999999999998,0.013711999999999998,deepseek
phenol,13,-83.049325,4.270254,233.426,16,0.046198,NONE,-83.047851,4.2699,2642.709,15,0.049534,-0.0014740000000017517,0.0014740000000017517,0.0003540000000006316,0.0003540000000006316,-2409.283,2409.283,1,1,-0.0033359999999999987,0.0033359999999999987,deepseek
propene,9,-48.495955,5.239007,296.403,29,0.042061,NONE,-48.582149,5.470014,1120.193,10,0.041208,0.086193999999999,0.086193999999999,-0.23100699999999996,0.23100699999999996,-823.79,823.79,19,19,0.0008529999999999996,0.0008529999999999996,deepseek
propionic_acid,11,,,,1,,Geometry defect - Uniformly compressed structure,-64.074747,5.358597,2498.394,16,0.045193,,,,,,,-15,15,,,deepseek
pyridine,11,-71.299776,4.036904,268.347,29,0.045854,NONE,-71.294542,4.042145,3000.886,19,0.04903,-0.005233999999987304,0.005233999999987304,-0.005240999999999829,0.005240999999999829,-2732.5389999999998,2732.5389999999998,10,10,-0.0031759999999999983,0.0031759999999999983,deepseek
salicylic_acid,16,-106.66241,3.54643,292.577,20,0.045005,NONE,-106.61928,3.598288,6662.001,25,0.048715,-0.04312999999999079,0.04312999999999079,-0.05185800000000018,0.05185800000000018,-6369.424,6369.424,-5,5,-0.003709999999999998,0.003709999999999998,deepseek
styrene,16,,,,0,,Geometry defect - Compressed ring geometry,-100.767559,3.776135,4856.79,24,0.049692,,,,,,,-24,24,,,deepseek
sulfur_dioxide,3,-17.673602,3.506436,66.517,14,0.047666,NONE,-17.690097,3.50809,520.107,6,0.047686,0.01649500000000259,0.01649500000000259,-0.0016540000000002664,0.0016540000000002664,-453.59,453.59,8,8,-1.9999999999999185e-05,1.9999999999999185e-05,deepseek
tetrahydrofuran,13,-71.834506,5.07731,903.047,89,0.039285,NONE,-72.289528,4.91263,1923.833,10,0.035834,0.4550219999999996,0.4550219999999996,0.16467999999999972,0.16467999999999972,-1020.7860000000001,1020.7860000000001,79,79,0.0034510000000000027,0.0034510000000000027,deepseek
thiophene,9,-54.060782,4.4781,129.592,16,0.040056,NONE,-54.070577,4.479394,1651.166,12,0.031376,0.00979499999999689,0.00979499999999689,-0.0012939999999996843,0.0012939999999996843,-1521.5739999999998,1521.5739999999998,4,4,0.00868,0.00868,deepseek
toluene,15,-92.501132,4.810779,338.213,32,0.041065,NONE,-92.513964,4.820273,2746.088,15,0.037802,0.012832000000003063,0.012832000000003063,-0.009494000000000113,0.009494000000000113,-2407.875,2407.875,17,17,0.003262999999999995,0.003262999999999995,deepseek
undecane,35,,,,0,,Geometry defect - Non-bonded H-H / heavy-atom clash,-188.830525,6.425744,4774.689,20,0.046798,,,,,,,-20,20,,,deepseek
urea,8,-48.506085,4.89072,177.743,25,0.035777,NONE,-48.502768,4.892224,3083.509,28,0.036074,-0.0033169999999955735,0.0033169999999955735,-0.0015039999999997278,0.0015039999999997278,-2905.766,2905.766,-3,3,-0.00029699999999999865,0.00029699999999999865,deepseek
valeric_acid,17,,,,0,,Geometry defect - Uniformly compressed structure,-97.056576,5.362997,2630.967,13,0.049973,,,,,,,-13,13,,,deepseek
water,3,-14.620623,6.263208,21.604,5,0.045482,NONE,-14.621105,6.262384,308.046,5,0.039662,0.0004819999999998714,0.0004819999999998714,0.0008239999999997139,0.0008239999999997139,-286.442,286.442,0,0,0.005819999999999999,0.005819999999999999,deepseek
1-butanol,15,-80.064528,5.557629,2854.084,16,0.046375,NONE,-80.187845,5.531373,2917.24,18,0.041508,0.12331700000000012,0.12331700000000012,0.026256000000000057,0.026256000000000057,-63.15599999999995,63.15599999999995,-2,2,0.004866999999999996,0.004866999999999996,gemini
1_3-butadiene,10,-52.892505,2.769135,6186.552,50,0.037245,NONE,-56.928948,3.899885,1719.86,14,0.047314,4.0364429999999984,4.0364429999999984,-1.13075,1.13075,4466.692,4466.692,36,36,-0.010069000000000002,0.010069000000000002,gemini
1-chlorobutane,14,-71.878883,6.154849,5346.643,33,0.049863,NONE,-71.878788,6.156611,2412.643,16,0.041198,-9.500000000173259e-05,9.500000000173259e-05,-0.0017620000000002634,0.0017620000000002634,2934.0,2934.0,17,17,0.008664999999999999,0.008664999999999999,gemini
1-bromobutane,14,-70.334639,5.225627,10988.454,49,0.043601,NONE,-71.389896,5.262961,2685.794,12,0.049442,1.0552569999999974,1.0552569999999974,-0.037333999999999534,0.037333999999999534,8302.66,8302.66,37,37,-0.005840999999999999,0.005840999999999999,gemini
1-butene,12,-61.419419,2.945328,8414.297,55,0.046133,NONE,-65.060265,5.41162,6366.989,42,0.041365,3.6408460000000034,3.6408460000000034,-2.466292,2.466292,2047.308000000001,2047.308000000001,13,13,0.004768000000000001,0.004768000000000001,gemini
1-heptanol,24,-129.659434,5.558299,8733.156,33,0.041684,NONE,-129.664449,5.502813,4173.802,17,0.04973,0.005014999999986003,0.005014999999986003,0.055486000000000146,0.055486000000000146,4559.354000000001,4559.354000000001,16,16,-0.008046000000000005,0.008046000000000005,gemini
1-octanol,27,-146.12031,5.483743,8865.331,30,0.037105,NONE,-146.161089,5.489717,7429.602,26,0.037627,0.040779000000014776,0.040779000000014776,-0.005974000000000146,0.005974000000000146,1435.7290000000003,1435.7290000000003,4,4,-0.0005220000000000016,0.0005220000000000016,gemini
2-butanol,15,-80.327472,5.471017,4570.726,23,0.037003,NONE,-80.320447,5.493852,2164.437,11,0.047895,-0.007024999999998727,0.007024999999998727,-0.022835000000000605,0.022835000000000605,2406.2889999999998,2406.2889999999998,12,12,-0.010891999999999999,0.010891999999999999,gemini
acetaldehyde,7,-39.515247,3.893059,2196.58,19,0.03169,NONE,-39.515814,3.896094,1220.336,11,0.043474,0.0005669999999966535,0.0005669999999966535,-0.003035000000000121,0.003035000000000121,976.2439999999999,976.2439999999999,8,8,-0.011783999999999996,0.011783999999999996,gemini
acetonitrile,6,-36.816078,7.264208,1485.782,14,0.044494,NONE,-36.819643,7.264728,2022.285,22,0.026708,0.0035650000000018167,0.0035650000000018167,-0.0005199999999998539,0.0005199999999998539,-536.5030000000002,536.5030000000002,-8,8,0.017786,0.017786,gemini
1-pentanol,18,-96.66528,5.55683,9839.615,45,0.046664,NONE,-96.680026,5.520928,2841.084,15,0.040719,0.014746000000002368,0.014746000000002368,0.0359020000000001,0.0359020000000001,6998.531,6998.531,30,30,0.005944999999999999,0.005944999999999999,gemini
acetic_acid,8,-47.367139,5.262078,2530.647,18,0.030196,NONE,-47.563255,5.307258,1907.688,13,0.01941,0.1961159999999964,0.1961159999999964,-0.04518000000000022,0.04518000000000022,622.9589999999998,622.9589999999998,5,5,0.010786,0.010786,gemini
1-propanol,12,-63.595044,5.578895,7968.088,49,0.042709,NONE,-63.701162,5.57274,2107.313,14,0.038287,0.10611799999999505,0.10611799999999505,0.006155000000000577,0.006155000000000577,5860.775,5860.775,35,35,0.004421999999999995,0.004421999999999995,gemini
acetylene,4,-22.913088,6.746515,663.808,8,0.04803,NONE,-22.913116,6.743491,653.123,8,0.048615,2.800000000036107e-05,2.800000000036107e-05,0.0030239999999999156,0.0030239999999999156,10.684999999999945,10.684999999999945,0,0,-0.0005849999999999952,0.0005849999999999952,gemini
acetone,10,-56.330473,3.977787,3267.096,21,0.031761,NONE,-56.336647,3.981878,1479.5,10,0.04662,0.006174000000001456,0.006174000000001456,-0.004090999999999845,0.004090999999999845,1787.596,1787.596,11,11,-0.014859000000000004,0.014859000000000004,gemini
2-chloropropane,11,-55.488662,6.219717,7574.46,48,0.045451,NONE,-55.473132,6.222513,2118.443,15,0.035238,-0.015529999999998267,0.015529999999998267,-0.0027960000000000207,0.0027960000000000207,5456.017,5456.017,33,33,0.010213,0.010213,gemini
ammonia,4,-19.629938,5.465056,1810.309,26,0.040356,NONE,-19.630157,5.440926,2649.357,40,0.031321,0.0002190000000013015,0.0002190000000013015,0.02412999999999954,0.02412999999999954,-839.048,839.048,-14,14,0.009035000000000001,0.009035000000000001,gemini
bromoethane,8,-38.35542,5.26074,1545.978,11,0.038108,NONE,-38.355131,5.272549,1172.865,8,0.036087,-0.00028900000000220416,0.00028900000000220416,-0.011808999999999514,0.011808999999999514,373.11300000000006,373.11300000000006,3,3,0.002021000000000002,0.002021000000000002,gemini
benzene,12,-75.912047,5.096055,2446.662,15,0.03827,NONE,-75.912465,5.096978,2393.542,15,0.038917,0.0004179999999962547,0.0004179999999962547,-0.0009230000000002292,0.0009230000000002292,53.11999999999989,53.11999999999989,0,0,-0.0006470000000000017,0.0006470000000000017,gemini
aniline,14,-88.194446,3.890875,4188.561,22,0.042584,NONE,-88.192846,3.886632,6960.742,42,0.038916,-0.001599999999996271,0.001599999999996271,0.004242999999999775,0.004242999999999775,-2772.1810000000005,2772.1810000000005,-20,20,0.0036679999999999977,0.0036679999999999977,gemini
bromomethane,5,-21.740462,5.271603,980.866,10,0.043943,NONE,-21.74043,5.267127,878.484,9,0.038319,-3.200000000092018e-05,3.200000000092018e-05,0.00447599999999948,0.00447599999999948,102.38199999999995,102.38199999999995,1,1,0.005624000000000004,0.005624000000000004,gemini
carbon_dioxide,3,-23.941603,8.11537,535.259,6,0.03631,NONE,-23.943519,8.114656,584.72,7,0.048651,0.0019159999999978083,0.0019159999999978083,0.0007140000000003255,0.0007140000000003255,-49.46100000000001,49.46100000000001,-1,1,-0.012340999999999998,0.012340999999999998,gemini
carbon_tetrachloride,5,-16.962194,4.74613,997.743,7,0.046416,NONE,-16.958811,4.752762,1075.031,8,0.047373,-0.0033829999999994698,0.0033829999999994698,-0.006631999999999749,0.006631999999999749,-77.2879999999999,77.2879999999999,-1,1,-0.0009569999999999995,0.0009569999999999995,gemini
benzoic_acid,15,-99.444496,3.876769,4240.302,19,0.040301,NONE,-99.694156,4.052958,4669.656,22,0.046172,0.24966000000000577,0.24966000000000577,-0.17618900000000037,0.17618900000000037,-429.35400000000027,429.35400000000027,-3,3,-0.005871000000000001,0.005871000000000001,gemini
benzamide,16,-104.652113,3.692598,6067.047,27,0.048605,NONE,-104.636711,3.695255,4869.136,22,0.047925,-0.015401999999994587,0.015401999999994587,-0.0026570000000001315,0.0026570000000001315,1197.9109999999991,1197.9109999999991,5,5,0.00068,0.00068,gemini
butane,14,-73.396653,7.085294,3306.292,20,0.041147,NONE,-73.401418,7.082658,2000.631,13,0.045716,0.0047650000000061254,0.0047650000000061254,0.0026359999999998607,0.0026359999999998607,1305.6609999999998,1305.6609999999998,7,7,-0.004568999999999997,0.004568999999999997,gemini
chloroform,5,-18.887656,5.207513,1016.18,8,0.048482,NONE,-18.887699,5.207719,959.026,8,0.04866,4.300000000156956e-05,4.300000000156956e-05,-0.00020600000000037255,0.00020600000000037255,57.153999999999996,57.153999999999996,0,0,-0.00017800000000000454,0.00017800000000000454,gemini
chloroethane,8,-38.895412,6.189762,1161.549,10,0.036896,NONE,-38.894999,6.198766,894.022,7,0.043981,-0.00041300000000177306,0.00041300000000177306,-0.009004000000000012,0.009004000000000012,267.52699999999993,267.52699999999993,3,3,-0.007085000000000001,0.007085000000000001,gemini
chloromethane,5,-22.292209,6.195263,855.034,10,0.037689,NONE,-22.292052,6.19888,817.72,10,0.046916,-0.00015699999999796432,0.00015699999999796432,-0.0036170000000002034,0.0036170000000002034,37.313999999999965,37.313999999999965,0,0,-0.009226999999999999,0.009226999999999999,gemini
dichloromethane,5,-20.62857,5.760128,701.745,7,0.04026,NONE,-20.62878,5.750158,665.047,7,0.019785,0.0002099999999991553,0.0002099999999991553,0.009970000000000034,0.009970000000000034,36.69799999999998,36.69799999999998,0,0,0.020474999999999997,0.020474999999999997,gemini
1-hexanol,21,-112.259658,5.25379,21848.588,77,0.046059,NONE,-113.171879,5.502205,2971.823,14,0.049576,0.9122210000000024,0.9122210000000024,-0.2484149999999996,0.2484149999999996,18876.765,18876.765,63,63,-0.0035169999999999993,0.0035169999999999993,gemini
butyric_acid,14,-80.51021,5.263005,5027.713,26,0.035706,NONE,-80.565012,5.354799,2053.392,11,0.049858,0.05480199999999513,0.05480199999999513,-0.09179400000000015,0.09179400000000015,2974.321,2974.321,15,15,-0.014151999999999998,0.014151999999999998,gemini
alanine,13,-75.77611,4.605592,11100.356,53,0.047859,NONE,-75.937285,4.353953,8999.813,41,0.033685,0.16117500000000007,0.16117500000000007,0.25163899999999995,0.25163899999999995,2100.5429999999997,2100.5429999999997,12,12,0.014173999999999999,0.014173999999999999,gemini
dimethyl_ether,9,-46.729194,5.387955,2603.324,21,0.032266,NONE,-46.724089,5.384276,1306.506,11,0.038675,-0.005105000000000359,0.005105000000000359,0.003678999999999988,0.003678999999999988,1296.818,1296.818,10,10,-0.006408999999999998,0.006408999999999998,gemini
ethane,8,-40.408495,7.662313,1212.844,12,0.03508,NONE,-40.408479,7.662519,1187.947,12,0.033475,-1.6000000002236447e-05,1.6000000002236447e-05,-0.00020599999999948437,0.00020599999999948437,24.897000000000162,24.897000000000162,0,0,0.0016050000000000023,0.0016050000000000023,gemini
dimethyl_sulfoxide,10,-50.504308,4.710439,4458.693,29,0.040318,NONE,-50.506324,4.725633,1925.767,15,0.04398,0.0020159999999975753,0.0020159999999975753,-0.015194000000000152,0.015194000000000152,2532.9260000000004,2532.9260000000004,14,14,-0.0036619999999999986,0.0036619999999999986,gemini
cyclopentane,15,-82.187596,6.741498,7719.668,41,0.045537,NONE,-82.172276,6.746483,2406.381,14,0.04789,-0.015320000000002665,0.015320000000002665,-0.004984999999999573,0.004984999999999573,5313.287,5313.287,27,27,-0.002353000000000001,0.002353000000000001,gemini
ethanol,9,-47.024436,5.458075,1919.763,16,0.024548,NONE,-47.213978,5.586483,1812.448,15,0.049093,0.18954199999999588,0.18954199999999588,-0.1284080000000003,0.1284080000000003,107.31499999999983,107.31499999999983,1,1,-0.024544999999999997,0.024544999999999997,gemini
ethylamine,10,-52.108708,4.710901,5621.771,40,0.044902,NONE,-52.299661,4.818131,4101.986,36,0.041406,0.19095300000000037,0.19095300000000037,-0.10723000000000038,0.10723000000000038,1519.7849999999999,1519.7849999999999,4,4,0.003495999999999999,0.003495999999999999,gemini
ethylene,6,-31.909186,5.675783,869.055,11,0.044369,NONE,-31.909424,5.673316,881.587,12,0.044323,0.0002380000000030691,0.0002380000000030691,0.002467000000000219,0.002467000000000219,-12.532000000000039,12.532000000000039,-1,1,4.599999999999743e-05,4.599999999999743e-05,gemini
decane,32,-171.456104,5.983945,14833.269,44,0.049661,NONE,-172.318826,6.485991,6552.767,20,0.049595,0.8627219999999909,0.8627219999999909,-0.502046,0.502046,8280.502,8280.502,24,24,6.599999999999662e-05,6.599999999999662e-05,gemini
diethyl_ether,15,-79.885392,5.189991,14009.729,73,0.048501,NONE,-79.984341,5.268817,1984.261,11,0.040333,0.09894900000000462,0.09894900000000462,-0.07882600000000028,0.07882600000000028,12025.467999999999,12025.467999999999,62,62,0.008168000000000002,0.008168000000000002,gemini
formaldehyde,4,-22.577336,3.582095,547.515,7,0.025982,NONE,-22.576494,3.579879,423.353,5,0.035449,-0.0008419999999986771,0.0008419999999986771,0.0022159999999997737,0.0022159999999997737,124.16199999999998,124.16199999999998,2,2,-0.009467,0.009467,gemini
ethylbenzene,18,-108.958685,4.761906,8808.431,36,0.033228,NONE,-108.990014,4.85,3128.673,14,0.040498,0.031328999999999496,0.031328999999999496,-0.0880939999999999,0.0880939999999999,5679.758000000001,5679.758000000001,22,22,-0.007269999999999999,0.007269999999999999,gemini
furan,9,-56.857135,4.74944,1941.851,12,0.038073,NONE,-56.858601,4.747648,1770.032,11,0.035161,0.0014660000000006335,0.0014660000000006335,0.0017920000000000158,0.0017920000000000158,171.8190000000002,171.8190000000002,1,1,0.002912000000000005,0.002912000000000005,gemini
diethylamine,16,-85.085679,4.414754,17463.679,77,0.040825,NONE,-85.105735,4.463325,2046.911,11,0.049434,0.020055999999996743,0.020055999999996743,-0.04857099999999992,0.04857099999999992,15416.768,15416.768,66,66,-0.008608999999999999,0.008608999999999999,gemini
hydrogen_peroxide,4,-18.968532,4.925284,405.084,6,0.026104,NONE,-18.966286,5.000717,989.703,13,0.028616,-0.002245999999999526,0.002245999999999526,-0.07543299999999942,0.07543299999999942,-584.6189999999999,584.6189999999999,-7,7,-0.0025120000000000003,0.0025120000000000003,gemini
hydrogen_sulfide,3,-11.082249,5.366866,428.719,7,0.039181,NONE,-11.082202,5.366914,406.495,7,0.025035,-4.699999999857596e-05,4.699999999857596e-05,-4.8000000000492093e-05,4.8000000000492093e-05,22.22399999999999,22.22399999999999,0,0,0.014145999999999999,0.014145999999999999,gemini
ethyl_formate,11,-63.18541,5.272192,5627.561,31,0.049944,NONE,-63.474816,5.331124,1901.896,11,0.04744,0.2894059999999996,0.2894059999999996,-0.05893199999999954,0.05893199999999954,3725.665,3725.665,20,20,0.0025039999999999993,0.0025039999999999993,gemini
hydroxylamine,5,-24.807003,5.043472,3061.08,30,0.047999,NONE,-24.992706,5.422846,2382.122,26,0.046125,0.18570299999999662,0.18570299999999662,-0.37937399999999943,0.37937399999999943,678.9580000000001,678.9580000000001,4,4,0.0018740000000000007,0.0018740000000000007,gemini
hydrazine,6,-30.505686,5.01589,4847.691,40,0.036242,NONE,-30.505842,4.97477,3353.942,31,0.046289,0.00015600000000048908,0.00015600000000048908,0.04111999999999938,0.04111999999999938,1493.7489999999998,1493.7489999999998,9,9,-0.010046999999999993,0.010046999999999993,gemini
methane,5,-23.975139,8.996551,442.194,6,0.049776,NONE,-23.975148,8.995076,510.373,7,0.029539,9.00000000214618e-06,9.00000000214618e-06,0.0014750000000010033,0.0014750000000010033,-68.17899999999997,68.17899999999997,-1,1,0.020237,0.020237,gemini
hexane,20,-106.160022,6.473244,6304.673,27,0.046353,NONE,-106.383415,6.87156,3464.104,17,0.047864,0.2233930000000015,0.2233930000000015,-0.39831599999999945,0.39831599999999945,2840.569,2840.569,10,10,-0.0015109999999999985,0.0015109999999999985,gemini
methanol,6,-30.587014,5.622396,3549.371,36,0.04194,NONE,-30.585357,5.626043,1261.215,13,0.048983,-0.0016570000000015739,0.0016570000000015739,-0.003646999999999956,0.003646999999999956,2288.156,2288.156,23,23,-0.007043000000000001,0.007043000000000001,gemini
